prompt_id,category,technique,downstream_model,optimizer_model,live,orig_tokens,opt_tokens,tokens_saved,token_reduction_pct,optimizer_overhead_tokens,energy_wh_before,energy_wh_after,energy_wh_optimizer,energy_saved_wh,energy_reduction_pct,cost_usd_before,cost_usd_after,cost_saved_usd,gco2e_saved,quality_score
regex_help,short,llm_rewrite,gpt-4.1-mini,gpt-4o-mini,False,21,10,11,52.381,79,0.042714863498483316,0.04258510279743849,0.00140613414223121,0.00012976070104482595,0.304,0.0007283999999999999,0.000724,4.39999999999989e-06,5.190428041793038e-05,0.947
regex_help,short,agentic,gpt-4.1-mini,gpt-4o-mini,False,21,10,11,52.381,217,0.042714863498483316,0.04258510279743849,0.004029659588810246,0.00012976070104482595,0.304,0.0007283999999999999,0.000724,4.39999999999989e-06,5.190428041793038e-05,0.947
regex_help,short,baseline,gpt-3.5-turbo,gpt-4o-mini,False,22,22,0,0.0,0,0.08545331985170206,0.08545331985170206,0.0,0.0,0.0,0.000686,0.000686,0.0,0.0,1.0
regex_help,short,rule_based,gpt-3.5-turbo,gpt-4o-mini,False,22,17,5,22.727,0,0.08545331985170206,0.08533535557802495,0.0,0.00011796427367710693,0.138,0.000686,0.0006835,2.5000000000000066e-06,4.7185709470841386e-05,0.99
regex_help,short,llm_rewrite,gpt-3.5-turbo,gpt-4o-mini,False,22,10,12,54.545,79,0.08545331985170206,0.08517020559487698,0.00140613414223121,0.00028311425682507607,0.331,0.000686,0.00068,5.999999999999929e-06,0.00011324570273003182,0.947
regex_help,short,agentic,gpt-3.5-turbo,gpt-4o-mini,False,22,10,12,54.545,217,0.08545331985170206,0.08517020559487698,0.004029659588810246,0.00028311425682507607,0.331,0.000686,0.00068,5.999999999999929e-06,0.00011324570273003182,0.947
sys_support,system,baseline,gpt-4o,gpt-4o-mini,False,102,102,0,0.0,0,0.17468149646107178,0.17468149646107178,0.0,0.0,0.0,0.004755,0.004755,0.0,0.0,1.0
sys_support,system,rule_based,gpt-4o,gpt-4o-mini,False,102,98,4,3.922,0,0.17468149646107178,0.1744927536231884,0.0,0.0001887428378833933,0.108,0.004755,0.004745,9.999999999999593e-06,7.549713515335454e-05,1.0
sys_support,system,llm_rewrite,gpt-4o,gpt-4o-mini,False,102,80,22,21.569,230,0.17468149646107178,0.17364341085271318,0.007455342096393663,0.0010380856083586076,0.594,0.004755,0.0047,5.4999999999999494e-05,0.00041523424334344305,0.862
sys_support,system,agentic,gpt-4o,gpt-4o-mini,False,102,80,22,21.569,519,0.17468149646107178,0.17364341085271318,0.011503875968992246,0.0010380856083586076,0.594,0.004755,0.0047,5.4999999999999494e-05,0.00041523424334344305,0.862
sys_support,system,baseline,gpt-4o-mini,gpt-4o-mini,False,102,102,0,0.0,0,0.034936299292214354,0.034936299292214354,0.0,0.0,0.0,0.0002853,0.0002853,0.0,0.0,1.0
sys_support,system,rule_based,gpt-4o-mini,gpt-4o-mini,False,102,98,4,3.922,0,0.034936299292214354,0.03489855072463768,0.0,3.774856757667727e-05,0.108,0.0002853,0.0002847,6.000000000000146e-07,1.5099427030672297e-05,1.0
sys_support,system,llm_rewrite,gpt-4o-mini,gpt-4o-mini,False,102,80,22,21.569,230,0.034936299292214354,0.03472868217054263,0.007455342096393663,0.00020761712167172153,0.594,0.0002853,0.000282,3.299999999999972e-06,8.304684866869069e-05,0.862
sys_support,system,agentic,gpt-4o-mini,gpt-4o-mini,False,102,80,22,21.569,519,0.034936299292214354,0.03472868217054263,0.011503875968992246,0.00020761712167172153,0.594,0.0002853,0.000282,3.299999999999972e-06,8.304684866869069e-05,0.862
sys_support,system,baseline,gpt-4.1-mini,gpt-4o-mini,False,102,102,0,0.0,0,0.043670374115267946,0.043670374115267946,0.0,0.0,0.0,0.0007608,0.0007608,0.0,0.0,1.0
sys_support,system,rule_based,gpt-4.1-mini,gpt-4o-mini,False,102,98,4,3.922,0,0.043670374115267946,0.0436231884057971,0.0,4.7185709470848325e-05,0.108,0.0007608,0.0007592,1.5999999999999305e-06,1.8874283788338636e-05,1.0
sys_support,system,llm_rewrite,gpt-4.1-mini,gpt-4o-mini,False,102,80,22,21.569,230,0.043670374115267946,0.043410852713178294,0.007455342096393663,0.0002595214020896519,0.594,0.0007608,0.000752,8.799999999999997e-06,0.00010380856083586076,0.862
sys_support,system,agentic,gpt-4.1-mini,gpt-4o-mini,False,102,80,22,21.569,519,0.043670374115267946,0.043410852713178294,0.011503875968992246,0.0002595214020896519,0.594,0.0007608,0.000752,8.799999999999997e-06,0.00010380856083586076,0.862
sys_support,system,baseline,gpt-3.5-turbo,gpt-4o-mini,False,102,102,0,0.0,0,0.08734074823053589,0.08734074823053589,0.0,0.0,0.0,0.000726,0.000726,0.0,0.0,1.0
sys_support,system,rule_based,gpt-3.5-turbo,gpt-4o-mini,False,102,98,4,3.922,0,0.08734074823053589,0.0872463768115942,0.0,9.437141894169665e-05,0.108,0.000726,0.000724,1.99999999999994e-06,3.774856757667727e-05,1.0
